character_tag,copyright_tag,subject_hint,support,character_lines,copyright_lines,score
lalafell,final_fantasy,1girl,268,273,3040,920.891589
lalafell,final_fantasy_xiv,1girl,268,273,2075,920.891589
toramaru_shou,touhou,1girl,268,269,92535,919.173611
mari_(track)_(blue_archive),blue_archive,1girl,267,267,14955,914.878507
suletta_mercury,gundam,1girl,266,269,1353,912.314106
suletta_mercury,gundam_suisei_no_majo,1girl,266,269,558,912.314106
takatsuki_yayoi,idolmaster,1girl,265,269,13720,908.884354
illyasviel_von_einzbern,fate/stay_night,1girl,249,438,2804,906.727054
asashimo_(kancolle),kantai_collection,1girl,264,264,54576,903.303437
kagamihara_nadeshiko,yurucamp,1girl,264,264,1211,903.303437
peroro_(blue_archive),blue_archive,1girl,264,264,14955,903.303437
sailor_moon,bishoujo_senshi_sailor_moon,1girl,262,271,1053,899.437954
makaino_ririmu,nijisanji,1girl,262,266,7324,897.318989
mutsuki_(kancolle),kantai_collection,1girl,261,265,54576,893.467173
saria_(arknights),arknights,1girl,261,263,14928,892.60845
oboro_(kancolle),kantai_collection,1girl,261,262,54576,892.176637
yoisaki_kanade,project_sekai,1girl,261,261,2129,891.743172
takatsuki_yayoi,idolmaster_(classic),1girl,260,269,1311,891.735593
tomoe_mami,mahou_shoujo_madoka_magica,1girl,260,262,4167,888.758336
sakura_kyoko,mahou_shoujo_madoka_magica,1girl,259,259,4167,884.044639
mash_kyrielight,fate/grand_order,1girl,257,263,4875,878.928627
mash_kyrielight,fate_(series),1girl,257,263,8588,878.928627
pomu_rainpuff,nijisanji,1girl,257,258,7324,876.786264
pomu_rainpuff,nijisanji_en,1girl,257,258,2113,876.786264
mogami_(kancolle),kantai_collection,1girl,256,258,54576,873.374645
island_fox_(kemono_friends),kemono_friends,1girl,256,256,5004,872.509431
alice_(alice_in_wonderland),alice_in_wonderland,1girl,251,297,346,871.661869
shibuya_rin,idolmaster,1girl,255,259,13720,870.39144
shibuya_rin,idolmaster_cinderella_girls,1girl,255,259,7464,870.39144
matikanefukukitaru_(umamusume),umamusume,1girl,255,256,13094,869.101191
hoshimachi_suisei_(school_uniform),hololive,1girl,255,255,17510,868.667746
kamado_nezuko,kimetsu_no_yaiba,1girl,252,279,546,868.292259
fu_hua,honkai_(series),1girl,253,265,2559,866.081206
fu_hua,honkai_impact_3rd,1girl,253,265,1301,866.081206
asakura_toru,idolmaster,1girl,252,266,13720,863.070172
asakura_toru,idolmaster_shiny_colors,1girl,252,266,3359,863.070172
dawn_(pokemon),pokemon,1girl,241,375,8618,861.341536
sora_harewataru,hirogaru_sky!_precure,1girl,253,253,461,860.989492
sora_harewataru,precure,1girl,253,253,4689,860.989492
yae_miko,genshin_impact,1girl,239,398,10725,860.372054
onozuka_komachi,touhou,1girl,252,253,92535,857.586371
yorigami_jo'on,touhou,1girl,252,253,92535,857.586371
anchovy_(girls_und_panzer),girls_und_panzer,1girl,250,250,3019,849.485002
aoba_(kancolle),kantai_collection,1girl,249,250,54576,846.087062
samus_aran,metroid,1girl,249,250,262,846.087062
misumi_nagisa,futari_wa_precure,1girl,249,249,527,845.653637
misumi_nagisa,precure,1girl,249,249,4689,845.653637
island_fox_(kemono_friends),kemono_friends_v_project,1girl,248,256,1209,845.243511
sussurro_(arknights),arknights,1girl,248,256,14928,845.243511
yamato_(kancolle),kantai_collection,1girl,247,252,54576,840.145934
tennouji_rina,love_live!,1girl,247,247,3842,837.996147
tennouji_rina,love_live!_nijigasaki_high_school_idol_club,1girl,247,247,965,837.996147
ookami_mio_(3rd_costume),hololive,1girl,246,246,17510,834.170036
okita_souji_(fate),fate/grand_order,1girl,237,309,4875,827.12016
abukuma_(kancolle),kantai_collection,1girl,244,245,54576,826.956525
hk416_(girls'_frontline),girls'_frontline,1girl,243,252,2907,826.540331
nishizumi_miho,girls_und_panzer,1girl,244,244,3019,826.523118
yumemi_riamu,idolmaster,1girl,243,251,13720,826.120714
kiriya_aoi,aikatsu!_(series),1girl,243,243,2349,822.702324
suzuran_(arknights),luo_xiaohei_zhanji,1girl,201,1205,261,820.278396
yumemi_riamu,idolmaster_cinderella_girls,1girl,241,251,7464,819.321367
kuma_(kancolle),kantai_collection,1girl,242,243,54576,819.316718
kicchou_yachie,touhou,1girl,242,242,92535,818.883319
ootori_emu,project_sekai,1girl,242,242,2129,818.883319
tachibana_arisu,idolmaster,1girl,239,264,13720,817.763339
tachibana_arisu,idolmaster_cinderella_girls,1girl,239,264,7464,817.763339
naka_(kancolle),kantai_collection,1girl,241,242,54576,815.499503
hisakawa_nagi,idolmaster,1girl,240,243,13720,812.545506
hisakawa_nagi,idolmaster_cinderella_girls,1girl,240,243,7464,812.545506
serizawa_asahi,idolmaster,1girl,240,242,13720,812.115688
meiko_(vocaloid),vocaloid,1girl,238,257,24189,811.564083
hiei_(kancolle),kantai_collection,1girl,240,240,54576,811.250698
marnie_(pokemon),pokemon_swsh,1girl,227,371,641,810.247877
chitanda_eru,hyouka,1girl,227,367,272,809.179197
braixen,pokemon,1girl,239,243,8618,809.159899
serizawa_asahi,idolmaster_shiny_colors,1girl,239,242,3359,808.731872
fate_testarossa,mahou_shoujo_lyrical_nanoha,1girl,233,292,605,807.434204
ereshkigal_(fate),fate_(series),1girl,238,239,8588,804.0587
hatsuzuki_(kancolle),kantai_collection,1girl,238,238,54576,803.625316
ereshkigal_(fate),fate/grand_order,1girl,237,239,4875,800.680303
furude_rika,higurashi_no_naku_koro_ni,1girl,237,238,1037,800.248739
angela_(project_moon),project_moon,1girl,237,237,1660,799.815358
roll_(mega_man),mega_man_(classic),1girl,237,237,278,799.815358
roll_(mega_man),mega_man_(series),1girl,237,237,738,799.815358
suou_momoko,idolmaster,1girl,236,237,13720,796.44061
usami_sumireko,touhou,1girl,236,236,92535,796.007233
yun_jin_(genshin_impact),genshin_impact,1girl,236,236,10725,796.007233
kukuri_(mawaru),original,1girl,235,238,73512,793.495585
michishio_(kancolle),kantai_collection,1girl,235,237,54576,793.065861
suou_momoko,idolmaster_million_live!,1girl,235,237,1778,793.065861
kiriya_aoi,aikatsu!,1girl,233,243,1805,788.846262
takanashi_kiara,hololive,1girl,234,234,17510,788.396511
takanashi_kiara,hololive_english,1girl,234,234,5092,788.396511
sakura_kyoko,mahou_shoujo_madoka_magica_(anime),1girl,230,259,2381,785.058946
shinonome_ena,project_sekai,1girl,233,233,2129,784.59393
curren_chan_(umamusume),umamusume,1girl,232,236,13094,782.515585
satono_diamond_(umamusume),umamusume,1girl,232,233,13094,781.226574
hatsune_miku,koi_wa_sensou_(vocaloid),1girl,148,18651,161,780.063914
keqing_(genshin_impact),genshin_impact,1girl,226,277,10725,778.000428
kal'tsit_(arknights),arknights,1girl,228,253,14928,775.911479
tenryuu_(kancolle),kantai_collection,1girl,230,236,54576,775.769761
ishmael_(project_moon),limbus_company,1girl,230,230,697,773.197402
ishmael_(project_moon),project_moon,1girl,230,230,1660,773.197402
kamisato_ayaka_(springbloom_missive),genshin_impact,1girl,230,230,10725,773.197402
special_week_(umamusume),umamusume,1girl,229,232,13094,770.696749
prinz_eugen_(kancolle),kantai_collection,1girl,229,230,54576,769.835674
yazawa_nico,love_live!,1girl,228,234,3842,768.181215
natsuiro_matsuri,hololive,1girl,228,233,17510,767.75715
akashi_(kancolle),kantai_collection,1girl,227,229,54576,762.682654
matou_sakura,fate_(series),1girl,227,228,8588,762.25121
yuzu_(blue_archive),blue_archive,1girl,227,227,14955,761.81787
skadi_(arknights),,1girl,206,481,206,758.521886
amane_kanata_(1st_costume),hololive,1girl,225,225,17510,754.241067
kusanagi_nene,project_sekai,1girl,225,225,2129,754.241067
mayano_top_gun_(umamusume),umamusume,1girl,223,241,13094,754.1898
admiral_(kancolle),kantai_collection,1girl,224,230,54576,753.027035
ayanami_(kancolle),kantai_collection,1girl,224,227,54576,751.749792
vodka_(umamusume),umamusume,1girl,224,226,13094,751.32029
futatsuiwa_mamizou,touhou,1girl,224,224,92535,750.455556
hiiragi_kagami,lucky_star,1girl,223,225,871,747.536702
okita_souji_(koha-ace),fate/grand_order,1girl,216,288,4875,747.228777
raising_heart,mahou_shoujo_lyrical_nanoha,1girl,216,288,605,747.228777
arlecchino_(genshin_impact),genshin_impact,1girl,223,223,10725,746.671984
tomoe_mami,mahou_shoujo_madoka_magica_(anime),1girl,218,262,2381,745.189682
maizono_sayaka,danganronpa_(series),1girl,221,230,3266,742.941852
okamisty,touhou,1girl,222,222,92535,742.89036
zundamon,voicevox,1girl,221,229,283,742.523642
mayuzumi_fuyuko,idolmaster,1girl,221,227,13720,741.681714
mayuzumi_fuyuko,idolmaster_shiny_colors,1girl,221,227,3359,741.681714
aether_(genshin_impact),,1girl,219,243,219,741.447774
hoshimachi_suisei_(3rd_costume),hololive,1girl,221,221,17510,739.110692
momoi_(blue_archive),blue_archive,1girl,215,266,14955,736.349552
ex-keine,touhou,1girl,220,220,92535,735.33299
yazawa_nico,love_live!_school_idol_project,1girl,218,234,1290,734.489057
maizono_sayaka,danganronpa:_trigger_happy_havoc,1girl,218,230,980,732.856668
kanna_kamui,kobayashi-san_chi_no_maidragon,1girl,219,221,307,732.421908
akiyama_yukari,girls_und_panzer,1girl,219,219,3019,731.557261
symboli_rudolf_(umamusume),umamusume,1girl,219,219,13094,731.557261
kikuchi_makoto,idolmaster,1girl,218,222,13720,729.504948
specter_(arknights),arknights,1girl,218,222,14928,729.504948
ryougi_shiki,kara_no_kyoukai,1girl,218,221,282,729.077516
iroha_(blue_archive),blue_archive,1girl,218,218,14955,727.783516
hatsune_miku,saihate_(vocaloid),1girl,138,18651,143,727.356893
mori_calliope,hololive,1girl,216,233,17510,727.348879
mori_calliope,hololive_english,1girl,216,233,5092,727.348879
ia_(vocaloid),vocaloid,1girl,217,220,24189,725.305722
kinugasa_(kancolle),kantai_collection,1girl,216,217,54576,720.675303
inugami_korone_(1st_costume),hololive,1girl,215,215,17510,716.474269
sweep_tosho_(umamusume),umamusume,1girl,214,215,13094,713.14183
miyuki_(kancolle),kantai_collection,1girl,213,217,54576,710.665923
shimakaze_(kancolle),kantai_collection,1girl,211,224,54576,706.902332
grass_wonder_(umamusume),umamusume,1girl,212,213,13094,705.616476
petra_gurin,nijisanji,1girl,212,212,7324,705.183203
petra_gurin,nijisanji_en,1girl,212,212,2113,705.183203
tainaka_ritsu,k-on!,1girl,212,212,1690,705.183203
bardiche,lyrical_nanoha,1girl,211,212,894,701.856867
okita_souji_(fate),koha-ace,1girl,201,309,251,701.481654
hayashimo_(kancolle),kantai_collection,1girl,210,210,54576,697.666052
kamisato_ayaka,,1girl,177,858,177,696.22725
kirisame_marisa,cookie_(touhou),1girl,149,4702,573,696.170111
kazama_iroha,hololive,1girl,209,209,17510,693.910574
malenia_blade_of_miquella,elden_ring,1girl,209,209,938,693.910574
gloria_(pokemon),pokemon,1girl,202,266,8618,691.826091
kotobuki_tsumugi,k-on!,1girl,208,209,1690,690.590428
hatsune_miku,vampire_(vocaloid),1girl,131,18651,242,690.461978
suzuhara_lulu,nijisanji,1girl,208,208,7324,690.157174
suzuran_(spring_praise)_(arknights),luo_xiaohei_zhanji,1girl,198,300,261,688.470008
matou_sakura,fate/stay_night,1girl,205,228,2804,688.376644
shinki_(touhou),touhou,1girl,207,209,92535,687.270281
shinki_(touhou),touhou_(pc-98),1girl,207,209,1352,687.270281
aki_shizuha,touhou,1girl,206,207,92535,683.089891
ptilopsis_(arknights),arknights,1girl,206,206,14928,682.656647
asakaze_(kancolle),kantai_collection,1girl,205,206,54576,679.34278
lysithea_von_ordelia,fire_emblem,1girl,205,205,4052,678.909542
lysithea_von_ordelia,fire_emblem:_three_houses,1girl,205,205,847,678.909542
van_gogh_(fate),fate_(series),1girl,205,205,8588,678.909542
venat_(ff14),final_fantasy,1girl,205,205,3040,678.909542
venat_(ff14),final_fantasy_xiv,1girl,205,205,2075,678.909542
yumehara_nozomi,precure,1girl,205,205,4689,678.909542
gloria_(pokemon),pokemon_swsh,1girl,198,266,641,678.126564
kikuchi_makoto,idolmaster_(classic),1girl,202,222,1311,675.963301
bloop_(gawr_gura),hololive,1girl,204,205,17510,675.597788
bloop_(gawr_gura),hololive_english,1girl,204,205,5092,675.597788
van_gogh_(fate),fate/grand_order,1girl,204,205,4875,675.597788
hoshino_ruby,oshi_no_ko,1girl,204,204,2427,675.164554
okita_souji_(koha-ace),koha-ace,1girl,195,288,251,674.581535
sensei_(blue_archive),blue_archive,1girl,199,245,14955,674.444051
eyjafjalla_(arknights),arknights,1girl,201,222,14928,672.616948
u-511_(kancolle),kantai_collection,1girl,203,204,54576,671.854924
amane_kanata_(3rd_costume),hololive,1girl,203,203,17510,671.421696
itsumi_erika,girls_und_panzer,1girl,203,203,3019,671.421696
seiran_(touhou),touhou,1girl,203,203,92535,671.421696
hakurei_reimu,touhou_(pc-98),1girl,143,4908,1352,670.799351
taihou_(kancolle),kantai_collection,1girl,202,206,54576,669.401179
aru_(blue_archive),blue_archive,1girl,201,211,14955,668.180774
arashio_(kancolle),kantai_collection,1girl,202,202,54576,667.680977
kishinami_(kancolle),kantai_collection,1girl,202,202,54576,667.680977
shiratsuyu_(kancolle),kantai_collection,1girl,201,204,54576,665.235664
z1_leberecht_maass_(kancolle),kantai_collection,1girl,201,204,54576,665.235664
sakurai_momoka,idolmaster,1girl,201,203,13720,664.806704
sakurai_momoka,idolmaster_cinderella_girls,1girl,201,203,7464,664.806704
hatsune_miku,melt_(vocaloid),1girl,126,18651,135,664.108467
suzuran_(arknights),,1girl,162,1205,162,661.119902
akai_haato,hololive,1girl,200,201,17510,660.639211
yukihana_lamy,hololive,1girl,199,205,17510,659.039018
princess_zelda,the_legend_of_zelda:_tears_of_the_kingdom,1girl,175,577,224,658.205767
barbara_(genshin_impact),genshin_impact,1girl,194,247,10725,658.183209
tokiko_(touhou),touhou,1girl,199,200,92535,656.904969
yumehara_nozomi,yes!_precure_5,1girl,198,205,716,655.727264
flower_(vocaloid),vocaloid,1girl,198,198,24189,652.739708
king_halo_(umamusume),umamusume,1girl,197,197,13094,649.009847
komano_aunn,touhou,1girl,197,197,92535,649.009847
ooi_(kancolle),kantai_collection,1girl,197,197,54576,649.009847
selen_tatsuki_(1st_costume),nijisanji,1girl,197,197,7324,649.009847
selen_tatsuki_(1st_costume),nijisanji_en,1girl,197,197,2113,649.009847
sonya_(kill_me_baby),kill_me_baby,1girl,197,197,381,649.009847
agnes_digital_(umamusume),umamusume,1girl,196,196,13094,645.28219
toga_himiko,boku_no_hero_academia,1girl,195,202,564,644.543517
kumano_(kancolle),kantai_collection,1girl,195,197,54576,642.420914
goutokuji_mike,touhou,1girl,195,195,92535,641.556749
haniyasushin_keiki,touhou,1girl,195,195,92535,641.556749
yukishiro_honoka,futari_wa_precure,1girl,195,195,527,641.556749
yukishiro_honoka,precure,1girl,195,195,4689,641.556749
akari_(pokemon),pokemon,1girl,193,210,8618,641.188324
akari_(pokemon),pokemon_legends:_arceus,1girl,193,210,343,641.188324
w_(arknights),arknights,1girl,193,207,14928,639.982277
mega_pokemon,pokemon,1girl,194,198,8618,639.553047
saber_alter,fate_(series),1girl,194,194,8588,637.833536
anastasia_(fate),fate/grand_order,1girl,193,193,4875,634.112561
anastasia_(fate),fate_(series),1girl,193,193,8588,634.112561
minato_aqua_(5th_costume),hololive,1girl,193,193,17510,634.112561
hatsune_miku,world_is_mine_(vocaloid),1girl,120,18651,123,632.484255
aerith_gainsborough,final_fantasy,1girl,192,193,3040,630.827003
aerith_gainsborough,final_fantasy_vii,1girl,192,193,352,630.827003
hakos_baelz,hololive,1girl,192,193,17510,630.827003
hakos_baelz,hololive_english,1girl,192,193,5092,630.827003
satsuki_kai_ni_(kancolle),kantai_collection,1girl,192,192,54576,630.393836
jacket_girl_(dipp),touhou,1girl,191,191,92535,626.677373
omaru_polka,hololive,1girl,191,191,17510,626.677373
oumae_kumiko,hibike!_euphonium,1girl,191,191,647,626.677373
kuroshio_(kancolle),kantai_collection,1girl,190,191,54576,623.39634
rosmontis_(arknights),arknights,1girl,189,196,14928,622.236397
kurokawa_akane,oshi_no_ko,1girl,189,189,2427,619.251281
amano_pikamee,voms,1girl,188,188,304,615.541676
himari_(blue_archive),blue_archive,1girl,188,188,14955,615.541676
reisa_(blue_archive),blue_archive,1girl,188,188,14955,615.541676
fujimaru_ritsuka_(female),fate_(series),1girl,187,191,8588,613.55324
ninomae_ina'nis_(2nd_costume),hololive,1girl,187,187,17510,611.83438
ninomae_ina'nis_(2nd_costume),hololive_english,1girl,187,187,5092,611.83438
shigure_ui_(vtuber),indie_virtual_youtuber,1girl,185,199,2916,610.287819
fujimaru_ritsuka_(female),fate/grand_order,1girl,186,191,4875,610.272206
asagumo_(kancolle),kantai_collection,1girl,186,187,54576,608.562539
fine_motion_(umamusume),umamusume,1girl,186,187,13094,608.562539
haguro_(kancolle),kantai_collection,1girl,186,187,54576,608.562539
rosemi_lovelock,nijisanji,1girl,186,186,7324,608.129408
rosemi_lovelock,nijisanji_en,1girl,186,186,2113,608.129408
morinaka_kazaki,nijisanji,1girl,185,185,7324,604.42677
pola_(kancolle),kantai_collection,1girl,185,185,54576,604.42677
oshino_shinobu,monogatari_(series),1girl,184,188,852,602.445044
kiso_(kancolle),kantai_collection,1girl,184,185,54576,601.159598
cure_sky,hirogaru_sky!_precure,1girl,184,184,461,600.726479
cure_sky,precure,1girl,184,184,4689,600.726479
fami_(chainsaw_man),chainsaw_man,1girl,184,184,3681,600.726479
dawn_(pokemon),pokemon_dppt,1girl,168,375,259,600.437253
kisaragi_chihaya,idolmaster,1girl,183,188,13720,599.170886
admire_vega_(umamusume),umamusume,1girl,183,184,13094,597.461662
ouro_kronii,hololive,1girl,183,184,17510,597.461662
ouro_kronii,hololive_english,1girl,183,184,5092,597.461662
shiranui_flare,hololive,1girl,183,184,17510,597.461662
noa_(blue_archive),blue_archive,1girl,183,183,14955,597.028549
taigei_(kancolle),kantai_collection,1girl,183,183,54576,597.028549
blue_poison_(arknights),arknights,1girl,182,183,14928,593.766098
hatsune_miku_(nt),piapro,1girl,182,182,255,593.332993
hatsune_miku_(nt),vocaloid,1girl,182,182,24189,593.332993
houjou_satoko,higurashi_no_naku_koro_ni,1girl,182,182,1037,593.332993
matsuwa_(kancolle),kantai_collection,1girl,182,182,54576,593.332993
hoshizora_rin,love_live!,1girl,181,182,3842,590.072921
alina_gray,magia_record:_mahou_shoujo_madoka_magica_gaiden,1girl,181,181,1350,589.639822
alina_gray,mahou_shoujo_madoka_magica,1girl,181,181,4167,589.639822
iizunamaru_megumu,touhou,1girl,181,181,92535,589.639822
kazagumo_(kancolle),kantai_collection,1girl,181,181,54576,589.639822
nagatsuki_(kancolle),kantai_collection,1girl,181,181,54576,589.639822
nakiri_ayame_(1st_costume),hololive,1girl,180,180,17510,585.949051
raiden_shogun,,1girl,161,435,161,585.79677
miyamizu_mitsuha,kimi_no_na_wa.,1girl,179,181,195,583.124465
kisaragi_chihaya,idolmaster_(classic),1girl,178,188,1311,582.800097
tsushima_(kancolle),kantai_collection,1girl,179,180,54576,582.693778
serena_(pokemon),pokemon,1girl,176,204,8618,582.494909
haruna_kai_ni_(kancolle),kantai_collection,1girl,179,179,54576,582.260693
texas_the_omertosa_(arknights),arknights,1girl,179,179,14928,582.260693
miorine_rembran,gundam,1girl,178,181,1353,579.866786
miorine_rembran,gundam_suisei_no_majo,1girl,178,181,558,579.866786
lunasa_prismriver,touhou,1girl,178,179,92535,579.00784
kongou_kai_ni_(kancolle),kantai_collection,1girl,178,178,54576,578.57476
nagato_(kancolle),kantai_collection,1girl,177,179,54576,575.754986
sonoda_umi,love_live!,1girl,177,179,3842,575.754986
lillie_(pokemon),,1girl,155,513,155,575.068192
janus_(kancolle),kantai_collection,1girl,177,177,54576,574.891268
meteion,final_fantasy,1girl,177,177,3040,574.891268
meteion,final_fantasy_xiv,1girl,177,177,2075,574.891268
yae_miko,,1girl,159,398,159,572.381408
bardiche,mahou_shoujo_lyrical_nanoha,1girl,172,212,605,572.129768
vision_(genshin_impact),,1girl,143,1000,143,572
kisume,touhou,1girl,176,177,92535,571.643295
usada_pekora_(4th_costume),hololive,1girl,176,176,17510,571.21023
akemi_homura,mahou_shoujo_madoka_magica:_hangyaku_no_monogatari,1girl,142,1053,182,571.184829
yor_briar,spy_x_family,1girl,169,239,816,570.949245
iris_(pokemon),,1girl,170,227,170,570.524396
hoshizora_rin,love_live!_school_idol_project,1girl,175,182,1290,570.512493
hatsune_miku,suna_no_wakusei_(vocaloid),1girl,108,18651,109,569.235829
saber_alter,fate/stay_night,1girl,173,194,2804,568.789699
star_sapphire,touhou,1girl,175,176,92535,567.964717
tateyama_ayano,mekakucity_actors,1girl,155,460,261,567.727464
astesia_(arknights),arknights,1girl,175,175,14928,567.531659
isabelle_(animal_crossing),animal_crossing,1girl,174,180,541,566.417416
hatsushimo_(kancolle),kantai_collection,1girl,174,176,54576,564.719204
cure_black,futari_wa_precure,1girl,174,174,527,563.855569
cure_black,precure,1girl,174,174,4689,563.855569
nekomata_okayu_(1st_costume),hololive,1girl,174,174,17510,563.855569
suzuran_(yukibare)_(arknights),arknights,1girl,174,174,14928,563.855569
sonoda_umi,love_live!_school_idol_project,1girl,173,179,1290,562.743574
kizuna_akari,vocaloid,1girl,154,446,24189,561.997568
yuugumo_(kancolle),kantai_collection,1girl,173,175,54576,561.045582
princess_zelda,the_legend_of_zelda:_breath_of_the_wild,1girl,149,577,278,560.415196
amy_rose,sonic_(series),1girl,173,173,495,560.181976
common_raccoon_(kemono_friends),kemono_friends,1girl,173,173,5004,560.181976
sunazuka_akira,idolmaster,1girl,173,173,13720,560.181976
sunazuka_akira,idolmaster_cinderella_girls,1girl,173,173,7464,560.181976
murasame_(kancolle),kantai_collection,1girl,172,177,54576,558.651402
hakurei_reimu,o,1girl,119,4908,11299,558.217642
aisaka_taiga,toradora!,1girl,172,173,197,556.94393
asahina_mafuyu,project_sekai,1girl,172,172,2129,556.510893
nagant_revolver_(girls'_frontline),girls'_frontline,1girl,172,172,2907,556.510893
siberian_chipmunk_(kemono_friends),kemono_friends,1girl,172,172,5004,556.510893
komeiji_koishi,o,1girl,117,5437,11299,554.037042
mega_gardevoir,pokemon,1girl,171,171,8618,552.842335
souryuu_asuka_langley,rebuild_of_evangelion,1girl,151,449,269,551.489197
hu_tao_(genshin_impact),,1girl,129,1882,129,551.425931
enna_alouette,nijisanji,1girl,170,170,7324,549.176317
yahagi_(kancolle),kantai_collection,1girl,170,170,54576,549.176317
kirisame_marisa,o,1girl,117,4702,11299,546.657067
ceobe_(arknights),arknights,1girl,169,171,14928,546.376343
enna_alouette,nijisanji_en,1girl,169,170,2113,545.945868
koshimizu_sachiko,idolmaster,1girl,169,170,13720,545.945868
shishiro_botan,hololive,1girl,169,170,17510,545.945868
tokitsukaze_(kancolle),kantai_collection,1girl,168,171,54576,543.143347
koshimizu_sachiko,idolmaster_cinderella_girls,1girl,168,170,7464,542.715419
alice_carroll,aria_(manga),1girl,168,168,1032,541.851959
isonami_(kancolle),kantai_collection,1girl,167,169,54576,539.05708
hiryuu_(kancolle),kantai_collection,1girl,167,168,54576,538.62665
isokaze_(kancolle),kantai_collection,1girl,167,168,54576,538.62665
ichika_(blue_archive),blue_archive,1girl,167,167,14955,538.193651
flandre_scarlet,o,1girl,115,4604,11299,536.260561
komi_shouko,komi-san_wa_komyushou_desu,1girl,166,167,192,534.970934
kisaragi_kai_ni_(kancolle),kantai_collection,1girl,166,166,54576,534.537943
nowaki_(kancolle),kantai_collection,1girl,166,166,54576,534.537943
siberian_chipmunk_(kemono_friends),kemono_friends_v_project,1girl,165,172,1209,533.862194
himemori_luna,hololive,1girl,165,171,17510,533.444358
hatsune_miku,sanrio,1girl,101,18651,413,532.340914
sasaki_saku,nijisanji,1girl,165,166,7324,531.317835
uruha_rushia_(1st_costume),hololive,1girl,165,165,17510,530.884851
alice_margatroid,touhou_(pc-98),1girl,125,1761,1352,530.719919
angela_(project_moon),library_of_ruina,1girl,157,237,498,529.83549
minami_kotori,love_live!,1girl,164,165,3842,527.667367
rosalina,mario_(series),1girl,164,165,938,527.667367
dejiko,di_gi_charat,1girl,164,164,243,527.234391
kamio_misuzu,air_(visual_novel),1girl,164,164,197,527.234391
takagi-san,karakai_jouzu_no_takagi-san,1girl,161,187,189,526.766499
kaenbyou_rin_(cat),touhou,1girl,163,163,92535,523.58658
oyashio_(kancolle),kantai_collection,1girl,163,163,54576,523.58658
hiiragi_tsukasa,lucky_star,1girl,162,163,871,520.374392
tamamo_cross_(umamusume),umamusume,1girl,162,163,13094,520.374392
shirakami_fubuki_(1st_costume),hololive,1girl,162,162,17510,519.941432
megurine_luka,toeto_(vocaloid),1girl,130,960,137,517.69526
jintsuu_(kancolle),kantai_collection,1girl,161,163,54576,517.162204
klee_(genshin_impact),,1girl,127,1173,127,516.800848
suzukaze_(kancolle),kantai_collection,1girl,161,162,54576,516.731917
hatsune_miku,tell_your_world_(vocaloid),1girl,98,18651,101,516.528808
kaban_(kemono_friends),kemono_friends,1girl,160,161,5004,513.09214
abigail_williams_(traveling_outfit)_(fate),fate/grand_order,1girl,160,160,4875,512.659197
abigail_williams_(traveling_outfit)_(fate),fate_(series),1girl,160,160,8588,512.659197
amamiya_kokoro,nijisanji,1girl,160,160,7324,512.659197
pramanix_(arknights),arknights,1girl,160,160,14928,512.659197
richelieu_(kancolle),kantai_collection,1girl,160,160,54576,512.659197
yuki_miku_(2013),vocaloid,1girl,160,160,24189,512.659197
izuna_(blue_archive),blue_archive,1girl,159,165,14955,511.579947
ump45_(girls'_frontline),girls'_frontline,1girl,158,169,2907,510.006099
akaza_akari,yuru_yuri,1girl,159,159,569,509.022143
fuuka_(blue_archive),blue_archive,1girl,159,159,14955,509.022143
hikami_sumire,aikatsu!_(series),1girl,159,159,2349,509.022143
minami_kotori,love_live!_school_idol_project,1girl,158,165,1290,508.362463
ash_ketchum,,1girl,157,166,157,505.55697
arona's_sensei_doodle_(blue_archive),blue_archive,1girl,158,158,14955,505.38782
joutouguu_mayumi,touhou,1girl,158,158,92535,505.38782
miyako_(blue_archive),blue_archive,1girl,158,158,14955,505.38782
suo_sango,nijisanji,1girl,158,158,7324,505.38782
texas_(winter_messenger)_(arknights),arknights,1girl,158,158,14928,505.38782
akizuki_(kancolle),kantai_collection,1girl,157,157,54576,501.756245
crow_(la+_darknesss),hololive,1girl,157,157,17510,501.756245
cure_dream,precure,1girl,157,157,4689,501.756245
darjeeling_(girls_und_panzer),girls_und_panzer,1girl,157,157,3019,501.756245
hecatia_lapislazuli,touhou,1girl,157,157,92535,501.756245
kawakaze_(kancolle),kantai_collection,1girl,157,157,54576,501.756245
oda_nobunaga_(fate),fate_(series),1girl,156,159,8588,499.417951
chitanda_eru,,1girl,140,367,140,499.053249
suzutsuki_(kancolle),kantai_collection,1girl,156,157,54576,498.560346
midori_(blue_archive),blue_archive,1girl,152,190,14955,498.370547
mutsuki_kai_ni_(kancolle),kantai_collection,1girl,156,156,54576,498.127437
pyonta,touhou,1girl,156,156,92535,498.127437
shin'you_(kancolle),kantai_collection,1girl,156,156,54576,498.127437
viy_(fate),fate/grand_order,1girl,156,156,4875,498.127437
viy_(fate),fate_(series),1girl,156,156,8588,498.127437
hikami_sumire,aikatsu!,1girl,155,159,1805,496.216554
hakui_koyori,hololive,1girl,155,158,17510,495.791848
yamashiro_(kancolle),kantai_collection,1girl,155,158,54576,495.791848
artoria_pendragon_(fate),fate/zero,1girl,115,2035,221,495.484908
cure_dream,yes!_precure_5,1girl,155,157,716,495.364446
matikane_tannhauser_(umamusume),umamusume,1girl,155,156,13094,494.934313
yuzuki_yukari,a.i._voice,1girl,125,899,982,494.219961
